SWPROT,Gene,description,AverageFC_Vehicle,AverageFC_LPSLPS,LPSLPS_Log2FC,pvalue_ttest1
P38919,EIF4A3,Eukaryotic initiation factor 4A-III,23.4225,23.2425,-0.18,0.035828357
O95817,BAG3,BAG family molecular chaperone regulator 3,21.9375,21.675,-0.2625,0.035791053
Q14232,EIF2B1,Translation initiation factor eIF-2B subunit alpha,20.58,20.4725,-0.1075,0.035779433
P55265,ADAR,Double-stranded RNA-specific adenosine deaminase,24,23.7425,-0.2575,0.035758651
Q9NXV2,KCTD5,BTB/POZ domain-containing protein KCTD5,18.3975,18.15,-0.2475,0.035738445
Q96BY6,DOCK10,Dedicator of cytokinesis protein 10,23.115,22.7975,-0.3175,0.035729781
Q96GC9,VMP1,Vacuole membrane protein 1,22.515,22.3675,-0.1475,0.0356738
Q9UPT8,ZC3H4,Zinc finger CCCH domain-containing protein 4,20.2275,20.065,-0.1625,0.035663942
P53621,COPA,Coatomer subunit alpha,25.1125,24.91,-0.2025,0.035663361
Q5SW79,CEP170,Centrosomal protein of 170 kDa,22.465,22.235,-0.23,0.03563624
Q14C86,GAPVD1,GTPase-activating protein and VPS9 domain-containing protein 1,22.865,22.6925,-0.1725,0.035615096
Q12982,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,21.1925,21.055,-0.1375,0.035613531
Q9ULR0,ISY1,Pre-mRNA-splicing factor ISY1 homolog,20.425,20.305,-0.12,0.035595275
P32969,RPL9,60S ribosomal protein L9,23.93,23.72,-0.21,0.03558101
P51809,VAMP7,Vesicle-associated membrane protein 7,21.62,21.3225,-0.2975,0.03558022
Q7Z7L1,SLFN11,Schlafen family member 11,20.23,19.94,-0.29,0.035521309
Q9HD20,ATP13A1,Manganese-transporting ATPase 13A1,22.1375,21.9175,-0.22,0.035497081
P19878,NCF2,Neutrophil cytosol factor 2,25.8875,25.615,-0.2725,0.035485567
O95747,OXSR1,Serine/threonine-protein kinase,22.3025,22.2025,-0.1,0.035455501
P46100,ATRX,Transcriptional regulator ATRX,20.28,20.1375,-0.1425,0.035453953
Q9NWU5,MRPL22,"39S ribosomal protein L22, mitochondrial",18.95,18.785,-0.165,0.035450882
Q9Y3X0,CCDC9,Coiled-coil domain-containing protein 9,21.1975,21.0325,-0.165,0.035450882
O75116,ROCK2,Rho-associated protein kinase 2,21.7825,21.6225,-0.16,0.035376904
P07195,LDHB,L-lactate dehydrogenase B chain,25.3625,25.31,-0.0525,0.035352847
Q6P2C8,MED27,Mediator of RNA polymerase II transcription subunit 27,18.275,18.1225,-0.1525,0.035335194
Q13042,CDC16,Cell division cycle protein 16 homolog,20.2875,20.135,-0.1525,0.035335194
P46527,CDKN1B,Cyclin-dependent kinase inhibitor 1B,18.0975,18.2825,0.185,0.035304867
Q9BXP2,SLC12A9,Solute carrier family 12 member 9,20.3225,20.14,-0.1825,0.035303544
O75534,CSDE1,Cold shock domain-containing protein E1,24.2025,23.815,-0.3875,0.035299535
O75787,ATP6AP2,Renin receptor,20.0825,19.57,-0.5125,0.035280171
P46199,MTIF2,"Translation initiation factor IF-2, mitochondrial",19.51,19.3375,-0.1725,0.03527697
Q9HAV4,XPO5,Exportin-5,21.705,21.445,-0.26,0.035276939
O60220,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,18.4475,18.2175,-0.23,0.035255849
Q6ZNB6,NFXL1,NF-X1-type zinc finger protein NFXL1,17.795,17.5475,-0.2475,0.035245628
Q02218,OGDH,"2-oxoglutarate dehydrogenase, mitochondrial",23.845,23.6475,-0.1975,0.035158184
Q9HCG8,CWC22,Pre-mRNA-splicing factor CWC22 homolog,21.035,20.8275,-0.2075,0.035133606
Q9UK61,FAM208A,Protein TASOR,20.14,19.925,-0.215,0.03512644
Q96EK9,KTI12,Protein KTI12 homolog,18.1075,17.8925,-0.215,0.03512644
Q9H1B7,IRF2BPL,Interferon regulatory factor 2-binding protein-like,20.925,20.5275,-0.3975,0.035095709
Q8IWV8,UBR2,E3 ubiquitin-protein ligase UBR2,20.8375,20.5875,-0.25,0.035093476
Q9HCE5,METTL14,N6-adenosine-methyltransferase subunit METTL14,18.12,17.9275,-0.1925,0.035081515
P28838,LAP3,Cytosol aminopeptidase,24.55,24.275,-0.275,0.035081515
Q07954,LRP1,Prolow-density lipoprotein receptor-related protein 1,22.78,22.36,-0.42,0.03506786
P15104,GLUL,Glutamine synthetase,22.1725,21.8275,-0.345,0.035023598
Q9Y6X9,MORC2,MORC family CW-type zinc finger protein 2,17.7075,17.33,-0.3775,0.034968458
P61513,RPL37A,60S ribosomal protein L37a,23.015,22.7425,-0.2725,0.034943958
Q96QK1,VPS35,Vacuolar protein sorting-associated protein 35,24.115,23.9425,-0.1725,0.034939184
Q14331,FRG1,Protein FRG1,21.81,21.3475,-0.4625,0.034928944
Q9ULT8,HECTD1,E3 ubiquitin-protein ligase HECTD1,22.2575,21.98,-0.2775,0.03491329
Q13451,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,23.9975,23.7625,-0.235,0.03490709
Q68CZ2,TNS3,Tensin-3,24.585,23.795,-0.79,0.034884466
P12314,FCGR1A,High affinity immunoglobulin gamma Fc receptor I,19.7675,19.5475,-0.22,0.034873926
Q15036,SNX17,Sorting nexin-17,20.405,20.265,-0.14,0.034840046
P62241,RPS8,40S ribosomal protein S8,24.5325,24.2725,-0.26,0.03483095
P43003,SLC1A3,Excitatory amino acid transporter 1,19.095,18.755,-0.34,0.034829408
P53582,METAP1,Methionine aminopeptidase 1,20.2375,20.045,-0.1925,0.034810404
Q9BQ39,DDX50,ATP-dependent RNA helicase DDX50,19.8975,19.6725,-0.225,0.034797791
Q8IX12,CCAR1,Cell division cycle and apoptosis regulator protein 1,22.1975,22.05,-0.1475,0.03474953
Q9UP83,COG5,Conserved oligomeric Golgi complex subunit 5,19.9825,19.73,-0.2525,0.034741659
Q6UXH1,CRELD2,Cysteine-rich with EGF-like domain protein 2,20.2,19.8925,-0.3075,0.034697861
Q9Y5Q9,GTF3C3,General transcription factor 3C polypeptide 3,19.8825,19.76,-0.1225,0.034683226
Q9Y5K8,ATP6V1D,V-type proton ATPase subunit D,22.29,22.025,-0.265,0.034666616
P06899,HIST1H2BJ,Histone H2B type 1-J,24.8975,24.6025,-0.295,0.034634178
Q96DE0,NUDT16,U8 snoRNA-decapping enzyme,20.1625,20.0275,-0.135,0.034621522
Q9H845,ACAD9,"Acyl-CoA dehydrogenase family member 9, mitochondrial",21.8075,21.65,-0.1575,0.034542862
P49589,CARS,"Cysteine--tRNA ligase, cytoplasmic",22.18,22.0225,-0.1575,0.034542862
P34897,SHMT2,"Serine hydroxymethyltransferase, mitochondrial",23.4875,23.2,-0.2875,0.034534298
P26641,EEF1G,Elongation factor 1-gamma,25.1775,24.9175,-0.26,0.034533962
Q9P1Z2,CALCOCO1,Calcium-binding and coiled-coil domain-containing protein 1,20.285,19.9275,-0.3575,0.034531508
O00217,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",21.725,21.5825,-0.1425,0.034464439
Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,22.91,22.7675,-0.1425,0.034464439
Q86UP2,KTN1,Kinectin,24.2475,24.1425,-0.105,0.034441756
P33316,DUT,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",19.355,19.25,-0.105,0.034441756
O15514,POLR2D,DNA-directed RNA polymerase II subunit RPB4,18.71,18.605,-0.105,0.034441756
Q01518,CAP1,Adenylyl cyclase-associated protein 1,27.18,26.9775,-0.2025,0.034438012
Q92769,HDAC2,Histone deacetylase 2,21.7925,21.585,-0.2075,0.034433964
Q9NRL2,BAZ1A,Bromodomain adjacent to zinc finger domain protein 1A,22.17,21.9875,-0.1825,0.034398906
P23193,TCEA1,Transcription elongation factor A protein 1,21.55,21.3375,-0.2125,0.034381443
P57105,SYNJ2BP,Synaptojanin-2-binding protein,17.985,17.695,-0.29,0.034326834
Q13009,TIAM1,T-lymphoma invasion and metastasis-inducing protein 1,19.4175,19.105,-0.3125,0.034316067
P08962,CD63,CD63 antigen,25.575,24.935,-0.64,0.034273599
P51648,ALDH3A2,Fatty aldehyde dehydrogenase,22.0525,21.9425,-0.11,0.034251956
P49770,EIF2B2,Translation initiation factor eIF-2B subunit beta,21.875,21.745,-0.13,0.03423725
P52434,POLR2H,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",21.1125,20.8575,-0.255,0.034202589
Q07960,ARHGAP1,Rho GTPase-activating protein 1,23.36,23.24,-0.12,0.03420018
P0DMN0,SULT1A4,Sulfotransferase 1A4,21.34,21.3,-0.04,0.03420018
P26358,DNMT1,DNA (cytosine-5)-methyltransferase 1,21.825,21.495,-0.33,0.034159916
Q13137,CALCOCO2,Calcium-binding and coiled-coil domain-containing protein 2,20.56,20.225,-0.335,0.034156923
Q13571,LAPTM5,Lysosomal-associated transmembrane protein 5,20.3125,19.925,-0.3875,0.034029441
P68104,EEF1A1,Elongation factor 1-alpha 1,29.2125,28.795,-0.4175,0.034015376
Q01970,PLCB3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",21.255,21.105,-0.15,0.034005351
Q8IWJ2,GCC2,GRIP and coiled-coil domain-containing protein 2,21.185,20.95,-0.235,0.033998902
Q96T58,SPEN,Msx2-interacting protein,20.9275,20.7625,-0.165,0.033975919
Q5GLZ8,HERC4,Probable E3 ubiquitin-protein ligase HERC4,21.0625,20.965,-0.0975,0.033973742
Q8N0X7,SPG20,Spartin,22.0475,21.95,-0.0975,0.033973742
Q9BWH2,FUNDC2,FUN14 domain-containing protein 2,19.5825,19.2975,-0.285,0.033970824
Q9NR28,DIABLO,"Diablo homolog, mitochondrial",21.7575,21.55,-0.2075,0.03396839
Q14764,MVP,Major vault protein,24.4925,24.3125,-0.18,0.033968255
Q92576,PHF3,PHD finger protein 3,20.2225,20.1075,-0.115,0.033927938
Q9BZZ5,API5,Apoptosis inhibitor 5,23.3775,23.1475,-0.23,0.033927938
Q14157,UBAP2L,Ubiquitin-associated protein 2-like,23.005,22.7175,-0.2875,0.033927938
Q96CW1,AP2M1,AP-2 complex subunit mu,23.4825,23.235,-0.2475,0.033771608
P62851,RPS25,40S ribosomal protein S25,24.325,24.0025,-0.3225,0.033752167
Q99805,TM9SF2,Transmembrane 9 superfamily member 2,21.8275,21.5125,-0.315,0.03373493
Q96FW1,OTUB1,Ubiquitin thioesterase OTUB1,23.26,23.0825,-0.1775,0.033734529
Q92917,GPKOW,G patch domain and KOW motifs-containing protein,19.575,19.3975,-0.1775,0.033734529
Q4ZIN3,TMEM259,Membralin,16.735,16.3225,-0.4125,0.033725861
Q8N8A2,ANKRD44,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,23.57,23.4025,-0.1675,0.033710755
Q9UNN5,FAF1,FAS-associated factor 1,20.2225,20.055,-0.1675,0.033710755
P61086,UBE2K,Ubiquitin-conjugating enzyme E2 K,21.8925,21.725,-0.1675,0.033710755
Q9BXW7,CECR5,Cat eye syndrome critical region protein 5,22.1075,21.905,-0.2025,0.033705047
O60613,42261,15 kDa selenoprotein,21.3875,21.2175,-0.17,0.033702039
O43175,PHGDH,D-3-phosphoglycerate dehydrogenase,22.5725,22.4825,-0.09,0.033659295
Q01433,AMPD2,AMP deaminase 2,22.875,22.59,-0.285,0.033601133
Q9NXH9,TRMT1,tRNA (guanine(26)-N(2))-dimethyltransferase,19.62,19.47,-0.15,0.033560495
Q8TE82,SH3TC1,SH3 domain and tetratricopeptide repeat-containing protein 1,20.6375,21.335,0.6975,0.033539783
O75569,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,21.4075,21.1425,-0.265,0.033525207
P41212,ETV6,Transcription factor ETV6,20.28,19.935,-0.345,0.03350756
Q13601,KRR1,KRR1 small subunit processome component homolog,20.5525,20.365,-0.1875,0.033507157
Q969T9,WBP2,WW domain-binding protein 2,21.685,21.54,-0.145,0.033493374
P52790,HK3,Hexokinase-3,24.7025,24.385,-0.3175,0.033440272
Q7LFL8,CXXC5,CXXC-type zinc finger protein 5,18.545,17.9625,-0.5825,0.033430471
P24928,POLR2A,DNA-directed RNA polymerase II subunit RPB1,22.925,22.705,-0.22,0.033424597
Q9BPZ3,PAIP2,Polyadenylate-binding protein-interacting protein 2,20.2725,19.7975,-0.475,0.033374616
Q10713,PMPCA,Mitochondrial-processing peptidase subunit alpha,20.44,20.2925,-0.1475,0.033368113
Q8TCD1,C18orf32,UPF0729 protein C18orf32,19.5,19.3025,-0.1975,0.033359206
Q86U42,PABPN1,Polyadenylate-binding protein 2,22.2075,22.04,-0.1675,0.033354297
O75689,ADAP1,Arf-GAP with dual PH domain-containing protein 1,21.7325,21.51,-0.2225,0.033348045
Q9NPA8,ENY2,Transcription and mRNA export factor ENY2,19.69,19.4275,-0.2625,0.033315654
O14828,SCAMP3,Secretory carrier-associated membrane protein 3,20.9625,20.7525,-0.21,0.033306589
Q7Z2W9,MRPL21,"39S ribosomal protein L21, mitochondrial",18.9375,18.73,-0.2075,0.033271363
P31040,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",23.75,23.5775,-0.1725,0.033255619
Q9BWM7,SFXN3,Sideroflexin-3,22.0575,21.8725,-0.185,0.033254454
Q8NBF2,NHLRC2,NHL repeat-containing protein 2,20.475,20.215,-0.26,0.033201017
Q8TCT9,HM13,Minor histocompatibility antigen H13,24.21,23.8425,-0.3675,0.033200244
Q9NVT9,ARMC1,Armadillo repeat-containing protein 1,19.205,19.015,-0.19,0.033108928
O14545,TRAFD1,TRAF-type zinc finger domain-containing protein 1,20.395,20.12,-0.275,0.033094297
Q9H9Y6,POLR1B,DNA-directed RNA polymerase I subunit RPA2,19.8375,19.525,-0.3125,0.03308648
P86790,CCZ1B,Vacuolar fusion protein CCZ1 homolog B,20.2175,20.0475,-0.17,0.033010353
Q99996,AKAP9,A-kinase anchor protein 9,20.185,20.0225,-0.1625,0.03300602
P47756,CAPZB,F-actin-capping protein subunit beta,25.355,25.1925,-0.1625,0.03300602
P16435,POR,NADPH--cytochrome P450 reductase,23.915,23.595,-0.32,0.032930416
P07910,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,26.4325,26.1975,-0.235,0.032912636
P43686,PSMC4,26S protease regulatory subunit 6B,23.525,23.3425,-0.1825,0.032897004
Q9Y5Q8,GTF3C5,General transcription factor 3C polypeptide 5,19.0425,18.81,-0.2325,0.032882698
Q99471,PFDN5,Prefoldin subunit 5,20.54,20.33,-0.21,0.032853739
P08567,PLEK,Pleckstrin,26.2775,26.08,-0.1975,0.032847177
Q9Y2L1,DIS3,Exosome complex exonuclease RRP44,21.8225,21.6325,-0.19,0.032832431
Q9NRZ7,AGPAT3,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,21.6475,21.4575,-0.19,0.032832431
Q13098,GPS1,COP9 signalosome complex subunit 1,22.3275,22.1525,-0.175,0.032736116
O75746,SLC25A12,Calcium-binding mitochondrial carrier protein Aralar1,20.6125,20.4275,-0.185,0.032671182
P01375,TNF,Tumor necrosis factor,17.96,19.085,1.125,0.032662953
P06730,EIF4E,Eukaryotic translation initiation factor 4E,21.8325,21.5425,-0.29,0.032662262
P40306,PSMB10,Proteasome subunit beta type-10,21.1525,20.965,-0.1875,0.032655075
Q9BYG3,NIFK,MKI67 FHA domain-interacting nucleolar phosphoprotein,20.675,20.24,-0.435,0.03264909
Q8N573,OXR1,Oxidation resistance protein 1,19.7675,19.605,-0.1625,0.032628227
Q86YS7,C2CD5,C2 domain-containing protein 5,20.86,20.6975,-0.1625,0.032628227
P36957,DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",22.865,22.7025,-0.1625,0.032628227
Q92597,NDRG1,Protein NDRG1,22.17,22.06,-0.11,0.032599562
Q9BTT0,ANP32E,Acidic leucine-rich nuclear phosphoprotein 32 family member E,22.785,22.675,-0.11,0.032599562
Q13769,THOC5,THO complex subunit 5 homolog,20.9525,20.735,-0.2175,0.032596405
Q96DU7,ITPKC,Inositol-trisphosphate 3-kinase C,17.7325,17.56,-0.1725,0.032584854
P62854,RPS26,40S ribosomal protein S26,23.315,23.0375,-0.2775,0.032574088
Q9NPF4,OSGEP,Probable tRNA N6-adenosine threonylcarbamoyltransferase,19.75,19.4975,-0.2525,0.032544893
P41252,IARS,"Isoleucine--tRNA ligase, cytoplasmic",23.945,23.7075,-0.2375,0.03253412
P08246,ELANE,Neutrophil elastase,22.3875,21.6125,-0.775,0.032515597
Q7Z4Q2,HEATR3,HEAT repeat-containing protein 3,21.0425,20.7575,-0.285,0.03249486
Q8N4V1,MMGT1,Membrane magnesium transporter 1,18.645,18.3975,-0.2475,0.032467374
O94874,UFL1,E3 UFM1-protein ligase 1,23.11,22.9325,-0.1775,0.032466729
P68371,TUBB4B,Tubulin beta-4B chain,23.55,23.42,-0.13,0.032463103
O75030,MITF,Microphthalmia-associated transcription factor,20.2175,19.6775,-0.54,0.032460879
Q96JM3,CHAMP1,Chromosome alignment-maintaining phosphoprotein 1,20.15,19.8875,-0.2625,0.032446794
Q99698,LYST,Lysosomal-trafficking regulator,21.16,21.0225,-0.1375,0.032434845
Q92989,CLP1,Polyribonucleotide 5'-hydroxyl-kinase Clp1,20.04,19.95,-0.09,0.032426713
Q9ULF5,SLC39A10,Zinc transporter ZIP10,16.805,16.335,-0.47,0.032416135
Q9NSY1,BMP2K,BMP-2-inducible protein kinase,17.8225,17.6025,-0.22,0.032393681
Q9Y296,TRAPPC4,Trafficking protein particle complex subunit 4,19.8875,19.735,-0.1525,0.032322287
Q96L73,NSD1,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific",18.2075,18.04,-0.1675,0.032287568
Q96EV8,DTNBP1,Dysbindin,19.5225,19.3675,-0.155,0.032283414
Q9UH99,SUN2,SUN domain-containing protein 2,24.15,23.7875,-0.3625,0.032259465
Q96PM9,ZNF385A,Zinc finger protein 385A,18.59,17.9175,-0.6725,0.03225089
A3KN83,SBNO1,Protein strawberry notch homolog 1,20.3575,20.225,-0.1325,0.032246384
P29692,EEF1D,Elongation factor 1-delta,24.5725,24.285,-0.2875,0.032236694
Q9C0B0,UNK,RING finger protein unkempt homolog,17.74,17.545,-0.195,0.032135772
O95571,ETHE1,"Persulfide dioxygenase ETHE1, mitochondrial",22.26,21.975,-0.285,0.032127073
Q99543,DNAJC2,DnaJ homolog subfamily C member 2,20.4025,20.2825,-0.12,0.032119416
Q14966,ZNF638,Zinc finger protein 638,21.9825,21.79,-0.1925,0.032112423
P61244,MAX,Protein max,19.5775,19.3225,-0.255,0.032052474
Q08209,PPP3CA,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,22.04,21.7775,-0.2625,0.032013386
O43390,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,25.0325,24.85,-0.1825,0.031999626
Q9NYZ1,TVP23B,Golgi apparatus membrane protein TVP23 homolog B,17.87,17.6375,-0.2325,0.031961268
O00571,DDX3X,ATP-dependent RNA helicase DDX3X,24.6,24.39,-0.21,0.031950239
O60568,PLOD3,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",20.74,20.5175,-0.2225,0.031938368
Q8NBF6,AVL9,Late secretory pathway protein AVL9 homolog,20.1225,19.955,-0.1675,0.031932909
P19474,TRIM21,E3 ubiquitin-protein ligase TRIM21,22.0825,21.91,-0.1725,0.031915714
Q8N6R0,METTL13,Methyltransferase-like protein 13,18.3,18.0925,-0.2075,0.031882393
P22061,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,23.0175,22.8225,-0.195,0.031874195
Q14011,CIRBP,Cold-inducible RNA-binding protein,21.1075,20.8625,-0.245,0.031853615
Q9P287,BCCIP,BRCA2 and CDKN1A-interacting protein,21.685,21.3875,-0.2975,0.031849604
P52209,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",26.96,26.6875,-0.2725,0.031848054
Q9UQ13,SHOC2,Leucine-rich repeat protein SHOC-2,20.22,20.0275,-0.1925,0.031844035
O43805,SSNA1,Sjoegren syndrome nuclear autoantigen 1,17.925,17.7,-0.225,0.031837014
P84085,ARF5,ADP-ribosylation factor 5,21.3475,21.235,-0.1125,0.031837014
P54709,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,24.9075,24.3275,-0.58,0.031833629
O95295,SNAPIN,SNARE-associated protein Snapin,19.8375,19.5475,-0.29,0.031833629
P31939,ATIC,Bifunctional purine biosynthesis protein PURH,23.5625,23.4125,-0.15,0.031787932
Q8WVX9,FAR1,Fatty acyl-CoA reductase 1,19.6975,19.3925,-0.305,0.031787575
P61163,ACTR1A,Alpha-centractin,21.75,21.61,-0.14,0.031781171
P05387,RPLP2,60S acidic ribosomal protein P2,24.715,24.405,-0.31,0.03176587
Q15418,RPS6KA1,Ribosomal protein S6 kinase alpha-1,23.495,23.185,-0.31,0.03176587
Q7RTS9,DYM,Dymeclin,19.3475,19.1725,-0.175,0.03176089
Q969M7,UBE2F,NEDD8-conjugating enzyme UBE2F,18.4275,18.225,-0.2025,0.031759456
P62750,RPL23A,60S ribosomal protein L23a,24.2975,24.005,-0.2925,0.031758022
Q6ZMD2,SPNS3,Protein spinster homolog 3,17.0625,17.3525,0.29,0.031715463
Q08945,SSRP1,FACT complex subunit SSRP1,22.985,22.785,-0.2,0.031705126
Q9P2N5,RBM27,RNA-binding protein 27,20.7575,20.5875,-0.17,0.031632084
Q8TEQ6,GEMIN5,Gem-associated protein 5,20.8875,20.62,-0.2675,0.031594834
P29558,RBMS1,"RNA-binding motif, single-stranded-interacting protein 1",20.975,20.53,-0.445,0.031587094
Q92841,DDX17,Probable ATP-dependent RNA helicase DDX17,24.775,24.6025,-0.1725,0.031581775
Q2NL82,TSR1,Pre-rRNA-processing protein TSR1 homolog,20.8025,20.545,-0.2575,0.031534626
P49790,NUP153,Nuclear pore complex protein Nup153,22.42,22.175,-0.245,0.031522605
Q9Y5L0,TNPO3,Transportin-3,21.89,21.7125,-0.1775,0.031519685
O75410,TACC1,Transforming acidic coiled-coil-containing protein 1,20.735,20.5575,-0.1775,0.031519685
Q9NV06,DCAF13,DDB1- and CUL4-associated factor 13,19.945,19.5575,-0.3875,0.031505416
Q9NR56,MBNL1,Muscleblind-like protein 1,21.78,21.57,-0.21,0.031499634
Q15477,SKIV2L,Helicase SKI2W,21.0225,20.87,-0.1525,0.031467271
Q9H583,HEATR1,HEAT repeat-containing protein 1,22.2225,21.955,-0.2675,0.031456088
P22695,UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial",23.87,23.715,-0.155,0.031455835
P60953,CDC42,Cell division control protein 42 homolog,24.4425,24.2675,-0.175,0.031436612
Q5T4S7,UBR4,E3 ubiquitin-protein ligase UBR4,23.93,23.8425,-0.0875,0.031436612
Q9Y580,RBM7,RNA-binding protein 7,21.135,20.9525,-0.1825,0.031403046
O43181,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",21.29,21.1525,-0.1375,0.031383052
P05386,RPLP1,60S acidic ribosomal protein P1,23.375,23.07,-0.305,0.031360592
Q29RF7,PDS5A,Sister chromatid cohesion protein PDS5 homolog A,23.445,23.31,-0.135,0.031335721
Q8WUM0,NUP133,Nuclear pore complex protein Nup133,21.6475,21.5125,-0.135,0.031335721
O60506,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,24.0825,23.88,-0.2025,0.031275245
Q9Y336,SIGLEC9,Sialic acid-binding Ig-like lectin 9,20.25,20.025,-0.225,0.03124864
Q9UPY3,DICER1,Endoribonuclease Dicer,21.115,20.8575,-0.2575,0.031235327
Q96RP9,GFM1,"Elongation factor G, mitochondrial",22.165,21.92,-0.245,0.031192023
O75586,MED6,Mediator of RNA polymerase II transcription subunit 6,17.9925,17.785,-0.2075,0.031190608
Q9UN37,VPS4A,Vacuolar protein sorting-associated protein 4A,22.1225,21.9325,-0.19,0.031179326
Q9UQB8,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,21.13,20.51,-0.62,0.031171967
P31948,STIP1,Stress-induced-phosphoprotein 1,26.1075,25.62,-0.4875,0.031164036
Q9HC07,TMEM165,Transmembrane protein 165,21.555,21.3325,-0.2225,0.031136162
Q9BYK8,HELZ2,Helicase with zinc finger domain 2,18.355,18.21,-0.145,0.031125448
P06734,FCER2,Low affinity immunoglobulin epsilon Fc receptor,18.975,18.0425,-0.9325,0.031014311
P67809,YBX1,Nuclease-sensitive element-binding protein 1,23.4225,23.0075,-0.415,0.030960434
O95782,AP2A1,AP-2 complex subunit alpha-1,24.3175,24.13,-0.1875,0.030958879
Q93073,SECISBP2L,Selenocysteine insertion sequence-binding protein 2-like,18.215,18.045,-0.17,0.030945657
O43149,ZZEF1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,22.385,22.2,-0.185,0.030928883
Q14103,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,25.685,25.535,-0.15,0.030906054
P56192,MARS,"Methionine--tRNA ligase, cytoplasmic",23.85,23.6725,-0.1775,0.030890251
Q9Y4P1,ATG4B,Cysteine protease ATG4B,20.145,19.9125,-0.2325,0.030859798
Q15366,PCBP2,Poly(rC)-binding protein 2,23.4275,23.29,-0.1375,0.030858769
P36776,LONP1,"Lon protease homolog, mitochondrial",22.7625,22.45,-0.3125,0.0308462
O15371,EIF3D,Eukaryotic translation initiation factor 3 subunit D,23.025,22.7725,-0.2525,0.030830944
O14562,UBFD1,Ubiquitin domain-containing protein UBFD1,19.8875,19.69,-0.1975,0.030808675
