SWPROT,Gene,description,AverageFC_Vehicle,AverageFC_LPS,LPS_Log2FC,pvalue_ttest1
Q15365,PCBP1,Poly(rC)-binding protein 1,25.5325,25.5225,-0.01,0.869938535
A6NHR9,SMCHD1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,23.09,23.165,0.075,0.142711162
Q9NZ09,UBAP1,Ubiquitin-associated protein 1,19.99,20.0325,0.0425,0.208070596
P16333,NCK1,Cytoplasmic protein NCK1,21.345,21.4075,0.0625,0.344878214
P04075,ALDOA,Fructose-bisphosphate aldolase A,27.4675,27.49,0.0225,0.563252444
Q9BYX4,IFIH1,Interferon-induced helicase C domain-containing protein 1,19.67,19.655,-0.015,0.790691124
Q5M775,SPECC1,Cytospin-B,21.6025,21.675,0.0725,0.16973811
P06702,S100A9,Protein S100-A9,28.695,28.765,0.07,0.521457614
Q5HYJ3,FAM76B,Protein FAM76B,19.7875,19.83,0.0425,0.597263799
P45983,MAPK8,Mitogen-activated protein kinase 8,19.995,20.025,0.03,0.535694013
Q9H1H9,KIF13A,Kinesin-like protein KIF13A,20.0825,20.1325,0.05,0.364600278
Q9UJW0,DCTN4,Dynactin subunit 4,21.245,21.3075,0.0625,0.079604981
Q9NR09,BIRC6,Baculoviral IAP repeat-containing protein 6,21.725,21.7775,0.0525,0.212572963
Q86YS7,C2CD5,C2 domain-containing protein 5,20.86,20.9025,0.0425,0.319225546
O95365,ZBTB7A,Zinc finger and BTB domain-containing protein 7A,19.9175,19.96,0.0425,0.294177525
O75691,UTP20,Small subunit processome component 20 homolog,21.4625,21.5125,0.05,0.436450436
Q08752,PPID,Peptidyl-prolyl cis-trans isomerase D,22.5625,22.61,0.0475,0.297011835
Q14789,GOLGB1,Golgin subfamily B member 1,22.5025,22.565,0.0625,0.178105005
Q96N66,MBOAT7,Lysophospholipid acyltransferase 7,21.625,21.5925,-0.0325,0.135310216
P07357,C8A,Complement component C8 alpha chain,18.865,19.045,0.18,0.109938096
Q9NUJ1,ABHD10,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",22.21,22.28,0.07,0.320981514
Q04828,AKR1C1,Aldo-keto reductase family 1 member C1,22.18,22.355,0.175,0.074603058
Q92598,HSPH1,Heat shock protein 105 kDa,24.46,24.5375,0.0775,0.320341879
Q9UBP0,SPAST,Spastin,19.8625,19.795,-0.0675,0.014320131
Q9Y4R8,TELO2,Telomere length regulation protein TEL2 homolog,18.4875,18.585,0.0975,0.334955619
Q13615,MTMR3,Myotubularin-related protein 3,20.6675,20.735,0.0675,0.288798514
Q07866,KLC1,Kinesin light chain 1,23.4175,23.4725,0.055,0.333886986
Q96IX5,USMG5,Up-regulated during skeletal muscle growth protein 5,21.885,21.8675,-0.0175,0.778599372
O76021,RSL1D1,Ribosomal L1 domain-containing protein 1,23.02,23.035,0.015,0.682875301
Q9Y5Z4,HEBP2,Heme-binding protein 2,22.015,22.105,0.09,0.341939331
Q9H875,PRKRIP1,PRKR-interacting protein 1,18.585,18.755,0.17,0.145963133
Q9BU23,LMF2,Lipase maturation factor 2,19.2325,19.325,0.0925,0.208619259
P51532,SMARCA4,Transcription activator BRG1,20.92,21.01,0.09,0.394795793
P62253,UBE2G1,Ubiquitin-conjugating enzyme E2 G1,19.9475,19.865,-0.0825,0.362296929
Q9BQ61,C19orf43,Uncharacterized protein C19orf43,20.815,20.87,0.055,0.432080341
O95470,SGPL1,Sphingosine-1-phosphate lyase 1,21.52,21.5775,0.0575,0.05871108
Q13459,MYO9B,Unconventional myosin-IXb,23.9175,23.8975,-0.02,0.41533288
P46459,NSF,Vesicle-fusing ATPase,24.6125,24.655,0.0425,0.403939508
P27816,MAP4,Microtubule-associated protein 4,23.7025,23.725,0.0225,0.56576271
P22830,FECH,"Ferrochelatase, mitochondrial",19.7825,19.94,0.1575,0.228363903
Q8IWB9,TEX2,Testis-expressed sequence 2 protein,20.72,20.925,0.205,0.285838072
A4D1P6,WDR91,WD repeat-containing protein 91,20.945,21.105,0.16,0.403912838
Q96KP1,EXOC2,Exocyst complex component 2,21.4375,21.5025,0.065,0.220554227
P47224,RABIF,Guanine nucleotide exchange factor MSS4,18.9325,18.9875,0.055,0.489038929
Q9BZE4,GTPBP4,Nucleolar GTP-binding protein 1,22.23,22.3175,0.0875,0.003432873
Q14142,TRIM14,Tripartite motif-containing protein 14,18.4275,18.3825,-0.045,0.458182617
Q9H490,PIGU,Phosphatidylinositol glycan anchor biosynthesis class U protein,19.2875,19.375,0.0875,0.072929768
O14656,TOR1A,Torsin-1A,20.4875,20.565,0.0775,0.027767044
Q5T8P6,RBM26,RNA-binding protein 26,21,21.0575,0.0575,0.383575526
P26885,FKBP2,Peptidyl-prolyl cis-trans isomerase FKBP2,22.135,22.1675,0.0325,0.10862358
Q15052,ARHGEF6,Rho guanine nucleotide exchange factor 6,23.2875,23.3875,0.1,0.058013466
O00560,SDCBP,Syntenin-1,23.1025,23.0775,-0.025,0.341576
O75874,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic,24.8675,24.91,0.0425,0.450008545
Q9P289,STK26,Serine/threonine-protein kinase 26,22.4,22.4775,0.0775,0.264579497
Q5VZK9,LRRC16A,Leucine-rich repeat-containing protein 16A,19.5875,19.7075,0.12,0.226332506
Q96CP2,FLYWCH2,FLYWCH family member 2,19.23,19.345,0.115,0.039269339
O14981,BTAF1,TATA-binding protein-associated factor 172,20.93,21.04,0.11,0.091721113
Q9H8H3,METTL7A,Methyltransferase-like protein 7A,21.7775,21.9125,0.135,0.197442933
Q9BUF5,TUBB6,Tubulin beta-6 chain,21.05,21.0875,0.0375,0.325630974
Q6P158,DHX57,Putative ATP-dependent RNA helicase DHX57,17.545,17.6575,0.1125,0.181847265
P07203,GPX1,Glutathione peroxidase 1,24.2525,24.29,0.0375,0.50820257
Q96GA7,SDSL,Serine dehydratase-like,17.91,17.7875,-0.1225,0.216380977
P49790,NUP153,Nuclear pore complex protein Nup153,22.42,22.445,0.025,0.539143773
P13667,PDIA4,Protein disulfide-isomerase A4,25.425,25.4375,0.0125,0.728171267
P49748,ACADVL,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",24.5175,24.57,0.0525,0.251507352
P09382,LGALS1,Galectin-1,26.515,26.56,0.045,0.391002219
O95873,C6orf47,Uncharacterized protein C6orf47,17.3325,17.355,0.0225,0.705263782
P55789,GFER,FAD-linked sulfhydryl oxidase ALR,18.615,18.655,0.04,0.486148306
Q12882,DPYD,Dihydropyrimidine dehydrogenase [NADP(+)],23.82,23.8575,0.0375,0.375756423
Q9NWT1,PAK1IP1,p21-activated protein kinase-interacting protein 1,20.905,20.995,0.09,0.223836001
Q9BXB4,OSBPL11,Oxysterol-binding protein-related protein 11,20.8625,20.925,0.0625,0.196122496
Q06265,EXOSC9,Exosome complex component RRP45,19.7,19.7275,0.0275,0.535905853
O95183,VAMP5,Vesicle-associated membrane protein 5,17.3975,17.4525,0.055,0.669100481
Q9NXG2,THUMPD1,THUMP domain-containing protein 1,21.4575,21.5275,0.07,0.115671048
P51159,RAB27A,Ras-related protein Rab-27A,22.6625,22.755,0.0925,0.096161583
Q9UI12,ATP6V1H,V-type proton ATPase subunit H,23.12,23.17,0.05,0.050781866
Q9UHI6,DDX20,Probable ATP-dependent RNA helicase DDX20,17.675,17.7725,0.0975,0.144760496
Q96RF0,SNX18,Sorting nexin-18,21.31,21.3575,0.0475,0.285129152
Q14165,MLEC,Malectin,22.9325,23.02,0.0875,0.314592747
Q8IY17,PNPLA6,Neuropathy target esterase,22.3375,22.41,0.0725,0.11917828
Q14241,TCEB3,Transcription elongation factor B polypeptide 3,21.05,21.1275,0.0775,0.284591576
Q8NEB9,PIK3C3,Phosphatidylinositol 3-kinase catalytic subunit type 3,21.545,21.5825,0.0375,0.229983136
Q6YP21,CCBL2,Kynurenine--oxoglutarate transaminase 3,21.575,21.6375,0.0625,0.216787002
P06733,ENO1,Alpha-enolase,29.3125,29.325,0.0125,0.772118247
Q8NG11,TSPAN14,Tetraspanin-14,21.155,21.2075,0.0525,0.10183797
Q96LT7,C9orf72,Protein C9orf72,19.19,19.285,0.095,0.240021596
P09525,ANXA4,Annexin A4,24.09,24.1175,0.0275,0.366885091
Q15424,SAFB,Scaffold attachment factor B1,23.765,23.8375,0.0725,0.10267626
P48637,GSS,Glutathione synthetase,22.5675,22.605,0.0375,0.42059162
P37837,TALDO1,Transaldolase,27.145,27.1775,0.0325,0.478841894
O14657,TOR1B,Torsin-1B,19.1475,19.37,0.2225,0.317101558
Q9HB71,CACYBP,Calcyclin-binding protein,23.8225,23.7975,-0.025,0.626576777
Q8ND76,CCNY,Cyclin-Y,19.0075,19.1025,0.095,0.077435902
Q8IU60,DCP2,m7GpppN-mRNA hydrolase,18.9075,18.92,0.0125,0.795003396
Q92614,MYO18A,Unconventional myosin-XVIIIa,23.44,23.5125,0.0725,0.272411571
P50552,VASP,Vasodilator-stimulated phosphoprotein,24.0975,24.13,0.0325,0.198198439
P05165,PCCA,"Propionyl-CoA carboxylase alpha chain, mitochondrial",20.32,20.4325,0.1125,0.243035401
Q8NDX1,PSD4,PH and SEC7 domain-containing protein 4,19.39,19.445,0.055,0.365604459
Q8N0W3,FUK,L-fucose kinase,17.76,17.8875,0.1275,0.063389679
Q00688,FKBP3,Peptidyl-prolyl cis-trans isomerase FKBP3,22.4375,22.5275,0.09,0.222981095
Q13601,KRR1,KRR1 small subunit processome component homolog,20.5525,20.62,0.0675,0.432542506
Q9NWX6,THG1L,Probable tRNA(His) guanylyltransferase,19.9475,19.99,0.0425,0.535356378
Q9NX00,TMEM160,Transmembrane protein 160,18.395,18.5425,0.1475,0.26798811
O60674,JAK2,Tyrosine-protein kinase JAK2,20.8725,20.975,0.1025,0.14170131
O14744,PRMT5,Protein arginine N-methyltransferase 5,21.9925,22.0375,0.045,0.389293553
P62993,GRB2,Growth factor receptor-bound protein 2,24.3875,24.44,0.0525,0.035352847
P36405,ARL3,ADP-ribosylation factor-like protein 3,18.6175,18.595,-0.0225,0.185595708
Q9H5N1,RABEP2,Rab GTPase-binding effector protein 2,19.6125,19.7225,0.11,0.112003497
P30837,ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial",19.7575,19.7725,0.015,0.830697527
Q9BT22,ALG1,Chitobiosyldiphosphodolichol beta-mannosyltransferase,19.3875,19.5225,0.135,0.050300796
P50851,LRBA,Lipopolysaccharide-responsive and beige-like anchor protein,21.0825,21.1675,0.085,0.179479637
Q9UEY8,ADD3,Gamma-adducin,21.36,21.4275,0.0675,0.269037902
O94766,B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,17.9375,17.995,0.0575,0.566588367
P51659,HSD17B4,Peroxisomal multifunctional enzyme type 2,24.08,24.1225,0.0425,0.484587535
P62136,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,24.125,24.14,0.015,0.734545851
P62195,PSMC5,26S protease regulatory subunit 8,23.81,23.8675,0.0575,0.24297949
P08651,NFIC,Nuclear factor 1 C-type,17.07,17.175,0.105,0.275871454
P55039,DRG2,Developmentally-regulated GTP-binding protein 2,21.105,21.165,0.06,0.295228937
Q9HCE0,EPG5,Ectopic P granules protein 5 homolog,18.3575,18.46,0.1025,0.109806107
Q96T23,RSF1,Remodeling and spacing factor 1,20.4175,20.45,0.0325,0.374018522
Q96LJ7,DHRS1,Dehydrogenase/reductase SDR family member 1,19.0725,19.155,0.0825,0.151401382
Q9Y4E8,USP15,Ubiquitin carboxyl-terminal hydrolase 15,23.71,23.7525,0.0425,0.120341765
P04233,CD74,HLA class II histocompatibility antigen gamma chain,20.315,20.3875,0.0725,0.299471411
Q2M389,KIAA1033,WASH complex subunit 7,23.0225,23.0775,0.055,0.288267837
Q9NTM9,CUTC,Copper homeostasis protein cutC homolog,18.895,18.965,0.07,0.401956426
Q8NE86,MCU,"Calcium uniporter protein, mitochondrial",19.895,19.9625,0.0675,0.173284941
Q9NZD2,GLTP,Glycolipid transfer protein,20.6625,20.7425,0.08,0.241275471
P49189,ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase,23.625,23.71,0.085,0.168195031
Q0VDF9,HSPA14,Heat shock 70 kDa protein 14,20.755,20.79,0.035,0.440587462
P13489,RNH1,Ribonuclease inhibitor,25.2525,25.2875,0.035,0.472649437
Q4VC31,CCDC58,Coiled-coil domain-containing protein 58,20.035,20.105,0.07,0.304986049
P53634,CTSC,Dipeptidyl peptidase 1,20.355,20.405,0.05,0.33093555
Q9H3Z4,DNAJC5,DnaJ homolog subfamily C member 5,22.29,22.32,0.03,0.754735657
Q14164,IKBKE,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,18.225,18.1475,-0.0775,0.301419178
P19474,TRIM21,E3 ubiquitin-protein ligase TRIM21,22.0825,22.1125,0.03,0.605238098
Q9BZE9,ASPSCR1,Tether containing UBX domain for GLUT4,20.505,20.5975,0.0925,0.117738346
Q9Y4Z0,LSM4,U6 snRNA-associated Sm-like protein LSm4,21.125,21.175,0.05,0.178491047
O43324,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,20.7325,20.8425,0.11,0.086740729
Q02952,AKAP12,A-kinase anchor protein 12,20.225,20.4675,0.2425,0.20816595
Q15070,OXA1L,Mitochondrial inner membrane protein OXA1L,20.645,20.5225,-0.1225,0.026775859
Q9Y2L5,TRAPPC8,Trafficking protein particle complex subunit 8,21.4675,21.5275,0.06,0.170443649
Q9BRT6,LLPH,Protein LLP homolog,18.9475,19.04,0.0925,0.153799277
O75940,SMNDC1,Survival of motor neuron-related-splicing factor 30,19.0325,19.135,0.1025,0.01305659
Q9P2R7,SUCLA2,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",22.1425,22.1975,0.055,0.165508631
Q9H1A4,ANAPC1,Anaphase-promoting complex subunit 1,19.5375,19.5725,0.035,0.161593686
P17844,DDX5,Probable ATP-dependent RNA helicase DDX5,25.395,25.475,0.08,0.001481065
Q86YT6,MIB1,E3 ubiquitin-protein ligase MIB1,17.5625,17.7125,0.15,0.127752719
Q86X10,RALGAPB,Ral GTPase-activating protein subunit beta,20.1075,20.2025,0.095,0.352589366
O75362,ZNF217,Zinc finger protein 217,16.97,17.055,0.085,0.644327419
P35240,NF2,Merlin,17.8575,17.95,0.0925,0.315619945
Q16762,TST,Thiosulfate sulfurtransferase,21.7475,21.83,0.0825,0.233421061
Q9UHV9,PFDN2,Prefoldin subunit 2,21.8575,21.895,0.0375,0.49607654
Q8N1S5,SLC39A11,Zinc transporter ZIP11,19.71,19.79,0.08,0.482863456
O14974,PPP1R12A,Protein phosphatase 1 regulatory subunit 12A,23.04,23.0725,0.0325,0.143826137
Q9Y5K5,UCHL5,Ubiquitin carboxyl-terminal hydrolase isozyme L5,21.8925,21.9475,0.055,0.271590829
Q2TAA5,ALG11,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",19.8625,19.91,0.0475,0.297011835
Q9Y2Z4,YARS2,"Tyrosine--tRNA ligase, mitochondrial",20.1875,20.3925,0.205,0.103323968
Q9NXV2,KCTD5,BTB/POZ domain-containing protein KCTD5,18.3975,18.4225,0.025,0.689561391
Q9UL26,RAB22A,Ras-related protein Rab-22A,19.5575,19.6875,0.13,0.20219039
Q9HCP0,CSNK1G1,Casein kinase I isoform gamma-1,21.27,21.0875,-0.1825,0.250936604
Q15382,RHEB,GTP-binding protein Rheb,22.5475,22.52,-0.0275,0.404235269
Q13362,PPP2R5C,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,18.8725,18.9325,0.06,0.049063489
Q9NX20,MRPL16,"39S ribosomal protein L16, mitochondrial",18.6275,18.71,0.0825,0.299940868
O15037,KHNYN,Protein KHNYN,19.055,19.0875,0.0325,0.526858662
Q96BM9,ARL8A,ADP-ribosylation factor-like protein 8A,20.815,20.9,0.085,0.141964136
O75380,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",19.67,19.645,-0.025,0.703984755
Q8NCN4,RNF169,E3 ubiquitin-protein ligase RNF169,18.8025,18.91,0.1075,0.261594889
Q96DB5,RMDN1,Regulator of microtubule dynamics protein 1,21.39,21.5025,0.1125,0.181847265
P50452,SERPINB8,Serpin B8,24.0875,24.185,0.0975,0.17428052
Q96P11,NSUN5,Probable 28S rRNA (cytosine-C(5))-methyltransferase,18.86,18.89,0.03,0.69570692
O43149,ZZEF1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,22.385,22.4075,0.0225,0.611962856
P49458,SRP9,Signal recognition particle 9 kDa protein,22.8,22.77,-0.03,0.586031111
O94822,LTN1,E3 ubiquitin-protein ligase listerin,20.3625,20.4075,0.045,0.339254051
Q9Y277,VDAC3,Voltage-dependent anion-selective channel protein 3,23.685,23.7625,0.0775,0.157284336
A2RUS2,DENND3,DENN domain-containing protein 3,20.4125,20.5275,0.115,0.118448426
Q9NNW5,WDR6,WD repeat-containing protein 6,18.7525,18.7725,0.02,0.817803684
P42768,WAS,Wiskott-Aldrich syndrome protein,22.84,22.8475,0.0075,0.862079232
Q9NWH9,SLTM,SAFB-like transcription modulator,22.405,22.4725,0.0675,0.149135072
Q7RTV0,PHF5A,PHD finger-like domain-containing protein 5A,21.87,21.935,0.065,0.082779767
P46781,RPS9,40S ribosomal protein S9,24.1775,24.205,0.0275,0.371932828
Q96FV2,SCRN2,Secernin-2,18.33,18.3575,0.0275,0.738157058
P06737,PYGL,"Glycogen phosphorylase, liver form",25.3775,25.42,0.0425,0.204000765
P25445,FAS,Tumor necrosis factor receptor superfamily member 6,18.7275,18.8125,0.085,0.198834294
Q9Y375,NDUFAF1,"Complex I intermediate-associated protein 30, mitochondrial",17.7175,17.685,-0.0325,0.541561367
O75676,RPS6KA4,Ribosomal protein S6 kinase alpha-4,19.82,19.785,-0.035,0.544741525
Q6JBY9,RCSD1,CapZ-interacting protein,23.43,23.465,0.035,0.329523464
P40429,RPL13A,60S ribosomal protein L13a,24.7025,24.7275,0.025,0.518586112
Q16719,KYNU,Kynureninase,24.5475,24.6075,0.06,0.2379857
P61758,VBP1,Prefoldin subunit 3,22.7,22.735,0.035,0.457320607
Q07352,ZFP36L1,"Zinc finger protein 36, C3H1 type-like 1",17.9025,18.1075,0.205,0.449608313
Q4G176,ACSF3,"Acyl-CoA synthetase family member 3, mitochondrial",21.05,21.1825,0.1325,0.122581192
Q02218,OGDH,"2-oxoglutarate dehydrogenase, mitochondrial",23.845,23.905,0.06,0.083329582
Q9UKD2,MRTO4,mRNA turnover protein 4 homolog,21.7925,21.76,-0.0325,0.299021756
P31949,S100A11,Protein S100-A11,26.5725,26.505,-0.0675,0.050866776
Q9Y2V2,CARHSP1,Calcium-regulated heat stable protein 1,21.0825,21.1425,0.06,0.207142844
Q15047,SETDB1,Histone-lysine N-methyltransferase SETDB1,18.245,18.3375,0.0925,0.204329843
O60942,RNGTT,mRNA-capping enzyme,18.2425,18.3175,0.075,0.318080778
Q5T200,ZC3H13,Zinc finger CCCH domain-containing protein 13,20.8525,20.93,0.0775,0.135229555
P08575,PTPRC,Receptor-type tyrosine-protein phosphatase C,25.465,25.45,-0.015,0.245193882
Q6IQ22,RAB12,Ras-related protein Rab-12,19.7775,19.915,0.1375,0.082829751
Q92620,DHX38,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,21.2775,21.3775,0.1,0.013656135
Q5T6F2,UBAP2,Ubiquitin-associated protein 2,19.7775,19.87,0.0925,0.012222749
Q9UGQ3,SLC2A6,"Solute carrier family 2, facilitated glucose transporter member 6",18.0725,18.3275,0.255,0.069888348
P62753,RPS6,40S ribosomal protein S6,24.915,24.9325,0.0175,0.552814747
A3KMH1,VWA8,von Willebrand factor A domain-containing protein 8,20.04,20.1075,0.0675,0.328185091
Q9Y5B9,SUPT16H,FACT complex subunit SPT16,24.22,24.28,0.06,0.292281813
Q92817,EVPL,Envoplakin,23.2575,23.3375,0.08,0.331134011
Q9BUH6,C9orf142,Protein PAXX,21.065,21.1225,0.0575,0.113401787
Q15477,SKIV2L,Helicase SKI2W,21.0225,21.0825,0.06,0.19255293
P51648,ALDH3A2,Fatty aldehyde dehydrogenase,22.0525,22.1475,0.095,0.115827426
Q96AH8,RAB7B,Ras-related protein Rab-7b,20.8625,20.75,-0.1125,0.473723513
Q7L5N7,LPCAT2,Lysophosphatidylcholine acyltransferase 2,23.155,23.2075,0.0525,0.447274992
Q8N4Q1,CHCHD4,Mitochondrial intermembrane space import and assembly protein 40,18.835,18.86,0.025,0.406907955
P38117,ETFB,Electron transfer flavoprotein subunit beta,24.025,24.085,0.06,0.333093648
P45985,MAP2K4,Dual specificity mitogen-activated protein kinase kinase 4,20.7175,20.765,0.0475,0.270085131
P54920,NAPA,Alpha-soluble NSF attachment protein,24.3925,24.425,0.0325,0.168228995
P45973,CBX5,Chromobox protein homolog 5,20.94,21.0275,0.0875,0.309452251
Q86VP6,CAND1,Cullin-associated NEDD8-dissociated protein 1,25.035,25.055,0.02,0.556077447
P39880,CUX1,Homeobox protein cut-like 1,21.36,21.4025,0.0425,0.407489385
P78371,CCT2,T-complex protein 1 subunit beta,24.24,24.3,0.06,0.116157528
Q9UDY2,TJP2,Tight junction protein ZO-2,20.415,20.495,0.08,0.12207326
O15127,SCAMP2,Secretory carrier-associated membrane protein 2,20.9625,20.9325,-0.03,0.691771488
Q13263,TRIM28,Transcription intermediary factor 1-beta,24.135,24.1675,0.0325,0.672213573
Q9NZR1,TMOD2,Tropomodulin-2,21.5,21.6625,0.1625,0.146844866
Q9BRP4,PAAF1,Proteasomal ATPase-associated factor 1,19.1525,19.26,0.1075,0.103552289
O95376,ARIH2,E3 ubiquitin-protein ligase ARIH2,18.3275,18.4125,0.085,0.069571989
P62877,RBX1,E3 ubiquitin-protein ligase RBX1,20.51,20.48,-0.03,0.383200167
P60484,PTEN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",19.9225,19.9475,0.025,0.683485238
P15291,B4GALT1,"Beta-1,4-galactosyltransferase 1",19.5825,19.735,0.1525,0.010162985
Q96GC5,MRPL48,"39S ribosomal protein L48, mitochondrial",18.6275,18.68,0.0525,0.473463728
P09086,POU2F2,"POU domain, class 2, transcription factor 2",21.17,21.25,0.08,0.219102037
Q05519,SRSF11,Serine/arginine-rich splicing factor 11,21.4975,21.5575,0.06,0.183892942
P28065,PSMB9,Proteasome subunit beta type-9,21.9525,22.035,0.0825,0.215169943
P56556,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,21.58,21.605,0.025,0.406907955
P33992,MCM5,DNA replication licensing factor MCM5,20.9675,21.05,0.0825,0.276856063
P25942,CD40,Tumor necrosis factor receptor superfamily member 5,19.075,18.9825,-0.0925,0.623464482
P17252,PRKCA,Protein kinase C alpha type,19.31,19.345,0.035,0.09375914
Q12904,AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,22.69,22.7525,0.0625,0.105162511
Q99459,CDC5L,Cell division cycle 5-like protein,22.9075,22.9775,0.07,0.103838525
Q7Z333,SETX,Probable helicase senataxin,19.5225,19.5725,0.05,0.539143773
Q9NVU7,SDAD1,Protein SDA1 homolog,20.52,20.5625,0.0425,0.125535146
P09669,COX6C,Cytochrome c oxidase subunit 6C,23.595,23.675,0.08,0.282550979
Q9P2Y5,UVRAG,UV radiation resistance-associated gene protein,18.9875,19.0525,0.065,0.376655014
Q9Y2G3,ATP11B,Probable phospholipid-transporting ATPase IF,19.73,19.9025,0.1725,0.010011487
Q92733,PRCC,Proline-rich protein PRCC,18.8425,18.915,0.0725,0.469858877
Q8NHQ9,DDX55,ATP-dependent RNA helicase DDX55,18.4025,18.49,0.0875,0.130443261
Q9NXN4,GDAP2,Ganglioside-induced differentiation-associated protein 2,18.765,18.805,0.04,0.38883731
Q15397,PUM3,Pumilio homolog 3,21.405,21.46,0.055,0.075826491
P50148,GNAQ,Guanine nucleotide-binding protein G(q) subunit alpha,21.935,22.025,0.09,0.048745515
Q9NVP1,DDX18,ATP-dependent RNA helicase DDX18,22.0725,22.0825,0.01,0.669515009
P48426,PIP4K2A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,22.3525,22.4225,0.07,0.212572963
O43318,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,19.89,19.96,0.07,0.130969194
O95749,GGPS1,Geranylgeranyl pyrophosphate synthase,20.4675,20.3825,-0.085,0.248520987
Q9H9A6,LRRC40,Leucine-rich repeat-containing protein 40,20.8125,20.865,0.0525,0.188120404
Q99426,TBCB,Tubulin-folding cofactor B,22.9675,22.9775,0.01,0.829606149
Q5U3C3,TMEM164,Transmembrane protein 164,18.7825,18.89,0.1075,0.324021753
Q9BXW6,OSBPL1A,Oxysterol-binding protein-related protein 1,20.8025,20.8725,0.07,0.170116556
P07910,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,26.4325,26.4875,0.055,0.405300108
Q13546,RIPK1,Receptor-interacting serine/threonine-protein kinase 1,21.62,21.6825,0.0625,0.154629796
